category,"event_code","event_description",severity
proxy,0x0113001b,"Malformed headers for HTTP response",error
proxy,0x0113001c,"Connection error",error
proxy,0x0113001d,"Configuration error",error
proxy,0x0113001e,"Backside URL invalid",error
proxy,0x0113001f,"No host header",error
proxy,0x01160020,"handled early",info
proxy,0x01130021,"Expect header failed",error
proxy,0x01130022,"Unterminated Submission",error
proxy,0x01130023,"Via Loop Detected",error
proxy,0x01130024,"Request did not match allowed-feature list",error
proxy,0x01130025,"Dynamic Routing Required",error
proxy,0x01130026,"Query String Length Too Long",error
proxy,0x01130027,"Too Many HTTP Headers",error
proxy,0x01130028,"Header Value Too Long",error
proxy,0x01130029,"Header Name Too Long",error
proxy,0x0113002a,"More Than One Content-Length",error
proxy,0x0113002b,"Get Or Head with Content-Length",error
proxy,0x0113002c,"Request was both length and chunked delimited",error
proxy,0x0113002d,"Source Protocol Handler Required",error
proxy,0x0113002e,"AAA required to open WS-Addressing Channel",error
proxy,0x0113002f,"Two-Way Exchange Pattern Required",error
proxy,0x01130030,"Reply Handler Required",error
proxy,0x01130031,"Asynchronous Reply Not Received",error
proxy,0x01130032,"Asynchronous Reply-To Needed",error
proxy,0x01130033,"Asynchronous Reply Timed Out",error
proxy,0x01130034,"Duplicate Message ID",error
proxy,0x01160035,"Local configuration changed",info
proxy,0x01130036,"HTTP/1.0 Get attempted with flow control enabled",error
proxy,0x01130037,"Flow control enabled without streaming",error
proxy,0x01130038,"HTTP request with Content-Type multipart/form-data attempted with flow control enabled",error
proxy,0x01130039,"Flow control enabled without Pass-Thru or Non-XML",error
proxy,0x0113003a,"Flow control enabled without chunked uploads",error
proxy,0x0113003b,"Connection terminated and no response headers read because of the server terminated the connection",error
proxy,0x0113003c,"Connection hangup",error
proxy,0x0113003d,"Connection timed out",error
proxy,0x0113003e,"The HTTP header is not terminated.",error
proxy,0x0113003f,"The URI field in HTTP header is missing",error
proxy,0x01130040,"The Version field in HTTP header is missing",error
proxy,0x01130041,"The Version number is invalid",error
proxy,0x01130042,"The Host field in HTTP header is missing",error
proxy,0x01130043,"Transfer-Encoding is only for HTTP/1.1",error
proxy,0x01130044,"The order of 'chunked, gzip' is illegal",error
proxy,0x01130045,"The Content-Length is required",error
proxy,0x01130046,"Connection hangup when processing the incoming header",error
proxy,0x01130047,"Network connection error",error
proxy,0x01130048,"The data format is error",error
proxy,0x01130049,"Error occurs when initializing the stream",error
proxy,0x0113004a,"Internal error",error
proxy,0x0113004b,"Cannot allocate enough memory for the incoming data",error
proxy,0x0113004c,"Errors when transcoding the data",error
proxy,0x0113004d,"Read data error",error
proxy,0x0113004e,"Write data error",error
proxy,0x0113004f,"Request to Web Application Firewall terminates early",error
proxy,0x01130050,"Content-Length value is invalid",error
proxy,0x01130051,"The service does not support WebSockets.",error
proxy,0x01130052,"The service not support custom methods.",error
pureapplication,0x03d30001,"The deployment server is unreachable",error
pureapplication,0x03d30002,"Resource allocation error trying to reach deployment server",error
pureapplication,0x03d30003,"The deployment data file is missing",error
pureapplication,0x03d30004,"The deployment configuration request failed",error
qe,0x04930001,"Persistence storage is not ready to be used.",error
qe,0x04930002,"Rate threshold is exceeded.",error
qe,0x04930003,"Connection error of the quota enforcement server",error
radius,0x00460001,"No configured servers",info
radius,0x00430002,"RADIUS opstate down due to crypto mode",error
scc,0x03630001,"TCP connection to remote host could not be opened",error
scc,0x03630002,"Remote server rejected authentication",error
scc,0x03630003,"Remote server host key did not match a key in the SSH Client Profile known host list",error
scc,0x03630004,"Remote server version is not supported",error
scc,0x03630005,"The SCC component has encountered an internal error",error
scc,0x03630007,"IPv6 addresses not allowed",error
scc,0x03630008,"Secure Cloud Connector instance encountered a potential shortage of storage condition",error
scc,0x03630009,"Secure Cloud Connector instance private key is not valid",error
scc,0x0363000a,"Secure Cloud Connector instance private key is not in an operational up state",error
scc,0x0363000b,"Remote host name could not be resolved",error
scc,0x0363000c,"Remote server protocol version is not supported",error
scc,0x0363000d,"Remote server connection terminated",error
scc,0x0363000f,"Service startup failure",error
scc,0x03630011,"SSH Client Connection not configured for Secure Cloud Connector",error
scc,0x03630012,"SSH Client Profile is not in an operational up state",error
scc,0x03630013,"Network Interface down",error
scc,0x036303ee,"Remote tunnel connection timed out",error
scc,0x036303f6,"Remote tun device creation failed",error
scc,0x036303f8,"SSH connection failure",error
scc,0x036303fc,"Remote server connection terminated",error
"self_balancing",0x03430001,"ipvsadm command failed",error
SFTP,0x03230001,"Invalid key type.",error
SFTP,0x03230002,"Too many host keys.",error
SFTP,0x03230003,"File does not exist.",error
SFTP,0x03230004,"No sufficient permissions to perform operation.",error
SFTP,0x03230005,"SFTP: Failed to perform requested operation",error
SFTP,0x03230006,"Bad formatted SFTP packet",error
SFTP,0x03230007,"SSH FTP Operation not supported.",error
SFTP,0x03230008,"Virtual directory missing leading slash",error
SFTP,0x03230009,"Virtual directory has trailing slash",error
SFTP,0x0323000a,"Virtual directory not nested",error
SFTP,0x0323000b,"Duplicate virtual directory name",error
SFTP,0x0323000c,"Directory component . (dot)",error
SFTP,0x0323000d,"Directory component .. (dot-dot)",error
SFTP,0x0323000e,"Default Directory does not exist.",error
sgclient,0x04830001,"Invalid or missing Secure Gateway client configuration",error
sgclient,0x04830002,"Secure Gateway client configuration accepted pending activation",error
sgclient,0x04830003,"Invalid or unrecognized Gateway ID",error
sgclient,0x04830004,"Invalid or unrecognized Security Token",error
sgclient,0x04830005,"Security Token is required for this Secure Gateway Client",error
sgclient,0x04830006,"Security Token must not be specified for this Secure Gateway Client",error
sidecar,0x02d30001,"Failed to initialize the SideCar communications channel",error
sidecar,0x02d30002,"Failed to initialize the SideCar stream communications",error
sidecar,0x02d30003,"Failed to initialize the SideCar process",error
sidecar,0x02d30004,"Requested interface is down or unconfigured",error
sidecar,0x02d30005,"Runtime SideCar process failure",error
sidecar,0x02d30006,"Request queue error: SideCar deletion pending",error
sidecar,0x02d30007,"Request queue error: queue full",error
sidecar,0x02d30008,"Request queue error: out of memory",error
sidecar,0x02d30009,"Request could not execute: insufficient resources",error
sidecar,0x02d3000a,"Network Error",error
sidecar,0x02d3000b,"Failed to initialize the SideCar container process",error
sidecar,0x02d3000c,"Watchdog failed to communicate with an internal guest component",error
sidecar,0x02d3000d,"Failed to communicate configuration state with an internal guest component",error
sidecar,0x02d3000e,"Failed to communicate DNS configuration state with an internal guest component",error
sidecar,0x02d3000f,"Failed to communicate opstate down with an internal guest component",error
sidecar,0x02d30010,"Failed to communicate opstate up with an internal guest component",error
sidecar,0x02d30011,"Failed to communicate commit with an internal guest component",error
sidecar,0x02d30012,"Could not create tap interface",error
sidecar,0x02d30013,"Could not delete tap interface",error
sidecar,0x02d30014,"Could not start tap interface",error
sidecar,0x02d30015,"Could not bring down tap interface",error
sidecar,0x02d30016,"Internal network error",error
sidecar,0x02d30017,"Error setting up tap interface",error
sidecar,0x02d50018,"Failed to establish the connection to an internal guest component",notice
sidecar,0x02d30019,"Failed to communicate action event with an internal guest component",error
sidecar,0x02d3001a,"Failed to communicate status request with an internal guest component",error
sidecar,0x02d3001b,"Failed to communicate error report request with an internal guest component",error
sidecar,0x02d3001c,"Internal guest request returned an error code",error
sidecar,0x02d3001d,"Action failed, examine the logs for more information",error
sidecar,0x02d3001e,"Task terminated after no response",error
sidecar,0x02d6001f,"Task startup process pending",info
slm,0x02430001,"Message throttled",error
snmp,0x00760001,"SNMP agent is not active",info
snmp,0x00730002,"Cannot add port",error
snmp,0x00730003,"Cannot send trap",error
snmp,0x00730004,"SNMP agent down due to SNMPv3 user credentials with banned algorithms",error
sql,0x01e30001,"Restarting DB connection failed.",error
sql,0x01e30002,"Starting DB connection failed.",error
sql,0x01e30003,"DB connection username missing.",error
sql,0x01e30004,"Either DB connection password or password alias is required",error
sql,0x01e30005,"Invalid DB configuration template.",error
sql,0x01e30006,"No database type configured.",error
sql,0x01e30007,"Invalid host configured.",error
sql,0x01e30008,"Could not set device host name",error
sql,0x01e30009,"Data Source ID missing",error
sql,0x01e3000a,"Data Source is currently not available",error
sql,0x01e3000b,"Invalid configuration parameter",error
ssh,0x00850001,"Starting SSH daemon",notice
ssh,0x00830002,"Could not start SSH daemon",error
ssh,0x00830003,"Could not communicate with SSH daemon",error
ssl,0x00f30001,"Illegal filename",error
ssl,0x00f30002,"File is unreadable",error
ssl,0x00f30003,"File is not in a known format",error
ssl,0x00f30004,"File read error",error
ssl,0x00f30005,"File has invalid NotBefore field",error
ssl,0x00f30006,"File is not yet valid",error
ssl,0x00f30007,"File has invalid NotAfter field",error
ssl,0x00f30008,"File is expired",error
ssl,0x00f30009,"Mismatched public/private key pair",error
ssl,0x00f3000b,"No keys, sskeys, or certificates specified",error
ssl,0x00f3000c,"Invalid SSL Proxy Profile type",error
ssl,0x00f3000d,"SSL Proxy Profile context init error",error
ssl,0x00f3000e,"No key object found",error
ssl,0x00f3000f,"Unable to make a valid certificate from input file",error
ssl,0x00f30010,"Crypto Key encrypted using banned algorithm and cannot be decrypted",error
ssl,0x00f30011,"Crypto Key is too weak (< 1024 bits) for current crypto mode",error
ssl,0x00f30012,"Crypto Certificate encrypted using banned algorithm and cannot be decrypted",error
ssl,0x00f30013,"Crypto Certificate is too weak (< 1024 bits) for current crypto mode",error
ssl,0x00f30014,"Invalid cipher suite configuration for SSL client profile",error
ssl,0x00f30015,"Invalid identification credentials for SSL client profile",error
ssl,0x00f30016,"Invalid cipher suite configuration for SSL server profile",error
ssl,0x00f30017,"Invalid identification credentials for SSL server profile",error
ssl,0x00f30018,"Missing identification credentials in SSL server profile",error
ssl,0x00f30019,"Missing validation credentials in SSL server profile",error
ssl,0x00f3001a,"Missing validation credentials in SSL client profile",error
ssl,0x00f3001b,"Missing SSL server profile in SSL SNI server profile",error
ssl,0x00f3001c,"Missing SSL Host to SSL Server Name Mapping in SSL SNI server profile",error
ssl,0x00f3001d,"Invalid elliptic curve configuration for SSL Server Profile",error
ssl,0x00f3001e,"Invalid elliptic curve configuration for SSL Client Profile",error
stanzacfg,0x01730001,"Out of memory",error
stanzacfg,0x01740002,"Illegal argument to API",warning
stanzacfg,0x01760003,"Stanza or entry not found",info
status,0x00930001,"No registered provider",error
status,0x00930002,"Duplicate provider",error
status,0x00930003,"Cannot open status consumer",error
status,0x00930004,"Invalid class",error
status,0x00930005,"Invalid index",error
status,0x00930006,"Cannot fetch status data",error
status,0x00960007,"No more data",info
status,0x00960008,"Searching data",info
status,0x00930009,"Status data is not available",error
status,0x0094000a,"Statistics disabled",warning
storage,0x02a30001,"Directory property must be specified",error
storage,0x02a30002,"Storage volume has corrupt file system",error
storage,0x02a30003,"Cannot make storage volume accessible",error
storage,0x02a30004,"Error making storage volume inaccessible",error
storage,0x02a30005,"No device to mount.",error
storage,0x02a30006,"Could not read volume information.",error
storage,0x02a30007,"Could not write volume information.",error
storage,0x02a30008,"Volume enabled during write caching modification.",error
stylepolicy,0x01060001,"Malformed PIPEline: first action reads from PIPE",info
stylepolicy,0x01060002,"Malformed PIPEline: PIPE input not preceded by PIPE output",info
stylepolicy,0x01060003,"Malformed PIPEline: PIPE output not followed by PIPE input",info
stylepolicy,0x01060004,"Malformed PIPEline: last action outputs to PIPE",info
stylepolicy,0x01030005,"No actions configured",error
stylepolicy,0x01070006,"Uninitialized action",debug
system,0x01a40001,"Throttling connections due to low memory",warning
system,0x01a30002,"Restart due to low memory",error
system,0x01a30003,"Restart due to resource shortage timeout",error
system,0x01a50004,"Memory usage recovered above threshold",notice
system,0x01a40005,"Throttling connections due to low temporary file space",warning
system,0x01a30006,"Restart due to low temporary file space",error
system,0x01a50007,"Temporary file space recovered above threshold",notice
system,0x01a40008,"Throttling connections due to low number of free ports",warning
system,0x01a30009,"Restart due to port shortage",error
system,0x01a5000a,"Number of free ports recovered",notice
system,0x01a3000b,"Restart due to XML Names prefix shortage",error
system,0x01a3000c,"Restart due to XML Names namespace shortage",error
system,0x01a3000d,"Restart due to XML Names local name shortage",error
system,0x01a2000e,"Installed battery is nearing end of life.",critical
system,0x01a6000f,"Installed battery longevity test passed.",info
system,0x01a30010,"Invalid URL",error
system,0x01a30011,"Invalid virtual file system",error
system,0x01a30012,"File not found",error
system,0x01a30013,"Buffer too small",error
system,0x01a30014,"I/O error",error
system,0x01a30015,"Out of memory",error
system,0x01a10016,"Number of free XML Names is very low.",alert
system,0x01a30017,"Restart due to low file descriptor",error
system,0x01a40018,"Throttling due to low number of available file descriptors",warning
system,0x01a5001a,"Number of available file descriptors recovered",notice
system,0x01a2001b,"The RAID battery is not detected.",critical
system,0x01a2001c,"The RAID battery needs to be replaced.",critical
system,0x01a2001d,"The RAID battery temperature is high.",critical
system,0x01a2001e,"The RAID battery voltage is low.",critical
system,0x01a3001f,"Error starting command execution.",error
system,0x01a30020,"Command terminated with error(s).",error
system,0x01a30021,"Cannot find the RAID controller in the system.",error
system,0x01a30022,"The RAID controller is in the faulted state.",error
system,0x01a20023,"One of RAID physical disk(s) has error(s).",critical
tam,0x01630001,"Restarting ISAM client failed.",error
tam,0x01630002,"Starting ISAM client failed.",error
tam,0x01630003,"Configuration template missing.",error
tam,0x01630004,"Missing or invalid SSL key file.",error
tam,0x01630005,"Invalid SSL key stash file.",error
tam,0x01630006,"Missing SSL key stash file.",error
tam,0x01630007,"Invalid configuration template.",error
tam,0x01630008,"Missing or invalid LDAP SSL key file.",error
tam,0x01630009,"ISAM is not licensed for this device",error
tam,0x0163000a,"ISAM firmware not found.",error
tam,0x0163000b,"Internal error scheduling ISAM file creation",error
tam,0x0163000c,"ISAM client restart in progress",error
tam,0x0163000d,"ISAM client provided with bad configuration parameter",error
tam,0x0163000e,"ISAM libraries failed to initialize.",error
tam,0x0166000f,"ISAM client restart pending.",info
tfim,0x02830001,"Out of memory",error
tfim,0x02830002,"TFIM server name is missing.",error
tfim,0x02830003,"TFIM server port is missing.",error
tfim,0x02830004,"TFIM service applies-to field is missing.",error
tfim,0x02830005,"TFIM server Compatible Mode is missing.",error
tfim,0x02830006,"Missing TFIM Request Token Format.",error
tfim,0x02830007,"Missing Stylesheet specified for custom TFIM Request Token Format.",error
tfim,0x02830008,"Invalid Stylesheet specified for custom TFIM Request Token Format.",error
tfim,0x02830009,"Invalid Stylesheet specified for custom TFIM Response Token Format.",error
tfim,0x0283000a,"Cannot access local filestore information for TFIM.",error
tfim,0x0283000b,"Cannot convert relative location of style sheet to the absolute location on the box.",error
tfim,0x0283000c,"TFIM server Endpoint Type is missing.",error
"tibco_ems",0x02330001,"Tibco EMS process died.",error
"tibco_ems",0x02330002,"Unknown Tibco EMS server.",error
"tibco_ems",0x02330003,"Lost connection to Tibco EMS server.",error
"tibco_ems",0x02330004,"Wrong number of arguments passed to initialize Tibco EMS connection.",error
"tibco_ems",0x02330005,"Failed to establish connection to Tibco EMS server",error
"tibco_ems",0x02330006,"Maximum amount of Tibco EMS Load Balanced servers has been exceeded",error
"tibco_ems",0x02330007,"Tibco EMS commit operation has failed",error
timezone,0x04030001,"Time zone name is not valid.",error
timezone,0x04030002,"Internal error processing a time zone request.",error
wasjms,0x02530001,"WebSphere JMS process died.",error
wasjms,0x02530002,"Unknown WebSphere JMS server.",error
wasjms,0x02530003,"Lost connection to WebSphere JMS server.",error
wasjms,0x02530004,"Wrong number of arguments passed to initialize WebSphere JMS connection.",error
wasjms,0x02530005,"Failed to establish connection to WebSphere JMS server",error
wasjms,0x02530006,"WebSphere JMS commit operation has failed",error
wasjms,0x02530007,"The selected WebSphere JMS SSL Cipher is not supported for the specified protocol option",error
wcc,0x03330001,"Invalid Deployment Manager address or host name",error
webappfirewall,0x02030001,"No request security policy matched",error
webappfirewall,0x02030002,"No response security policy matched",error
webappfirewall,0x02030003,"HTTP version in response not allowed",error
webappfirewall,0x02030004,"HTTP response code in response not allowed",error
webappfirewall,0x02030005,"HTTP Body Size Too Small",error
webappfirewall,0x02030006,"HTTP Body Size Too Large",error
webappfirewall,0x02030007,"HTTP Content Type Unacceptable",error
webappfirewall,0x02030008,"Name-Value Max Attributes Exceeded",error
webappfirewall,0x02030009,"Name-Value Total Size Exceeded",error
webappfirewall,0x0203000a,"Name-Value Name Size Attribute Exceeded",error
webappfirewall,0x0203000b,"Name-Value Value Size Attributes Exceeded",error
webappfirewall,0x0203000c,"Name-Value Value Expression Not Allowed",error
webappfirewall,0x0203000d,"Name-Value Name Not Found",error
webappfirewall,0x0203000e,"Request Header Method Not Allowed",error
webappfirewall,0x0203000f,"Request Header Version Not Allowed",error
webappfirewall,0x02030010,"Request Body Size Too Small",error
webappfirewall,0x02030011,"Request Body Size Too Large",error
webappfirewall,0x02030012,"ACL Violation",error
webappfirewall,0x02030013,"SSL Requirement Not Met",error
webappfirewall,0x02030014,"SSL Requirement Not Met",error
webappfirewall,0x02030015,"AAA violation",error
webappfirewall,0x02030016,"Request Header Profile Not Satisfied",error
webappfirewall,0x02030017,"Query String Profile Not Satisfied",error
webappfirewall,0x02030018,"URI Too Long",error
webappfirewall,0x02030019,"URI contained ..",error
webappfirewall,0x0203001a,"URI contained .exe",error
webappfirewall,0x0203001b,"URI contained unicode",error
webappfirewall,0x0203001c,"Request Content Type Prohibited",error
webappfirewall,0x0203001d,"Query String Policy Not Satisfied",error
webappfirewall,0x0203001e,"Request URI Fragment Policy Not Satisfied",error
webappfirewall,0x0203001f,"Request Not A Valid Starting Point",error
webappfirewall,0x02030020,"Session Expired",error
webappfirewall,0x02030021,"Session Cookie Forged",error
webappfirewall,0x02030022,"Cookie Policy Not Satisfied",error
webappfirewall,0x02030023,"Cookie Name/Value Profile Not Satisfied",error
webappfirewall,0x02030024,"Cookie Sign/Encrypt Forged",error
webappfirewall,0x02030025,"URL-Encoded request body policy violated",error
webappfirewall,0x02030026,"multipart-form-data body policy violated",error
webappfirewall,0x02030027,"XSS Signature Detected",error
webappfirewall,0x02030028,"SQL Signature Detected",error
webappfirewall,0x02030029,"Error Monitor Blackout",error
webappfirewall,0x0203002a,"Error Monitor Blackout",error
webappfirewall,0x0203002b,"Error Monitor Blackout",error
webappfirewall,0x0203002c,"Too many concurrent connections",error
webappfirewall,0x0203002d,"XML Manager Missing",error
webappfirewall,0x0203002f,"Remote Address Required",error
webappfirewall,0x02030030,"Local Address Required",error
webappfirewall,0x02030031,"Invalid Remote Address",error
webappfirewall,0x02030032,"No Admission Satisfaction Policy found in Request Maps",error
webappfirewall,0x02030033,"SQL Injection Patterns File Not Found",error
webappfirewall,0x02030034,"XSS Patterns File Not Found",error
webtokenservice,0x03b30001,"XML Manager Missing",error
webtokenservice,0x03b30002,"End Point Address Required",error
webtokenservice,0x03b30003,"End Point Policy Required",error
webtokenservice,0x03b30004,"Missing SSL Server Proxy Profile for Endpoint",error
webtokenservice,0x03b30005,"Invalid SSL Server Proxy Profile for Endpoint",error
webtokenservice,0x03b30006,"Missing SSL Server Profile for Endpoint",error
webtokenservice,0x03b30007,"Missing SSL SNI Server Profile for Endpoint",error
webtokenservice,0x03b30008,"Processing policy is required",error
wsgw,0x01930001,"Local copy of WSDL not found",error
wsgw,0x01950002,"Generating schema",notice
wsmagent,0x01830001,"Bad Spooler",error
wsmagent,0x01830002,"Already started",error
wsmagent,0x01830003,"Cannot open subscriber",error
wsmagent,0x01830004,"WSM Agent not up",error
wsmagent,0x01830005,"Subscription exists",error
wsmagent,0x01830006,"Invalid damping interval",error
wsmagent,0x01830007,"Push destinaton not provided",error
wsmagent,0x01830008,"Push processor file does not exist",error
wsmagent,0x01830009,"XML Manager is disabled",error
wsrm,0x02930001,"Cannot allocate WS-RM state block",error
wsrm,0x02960002,"WS-RM CreateSequence rejected, not enabled",info
wsrm,0x02960003,"WS-RM CreateSequence rejected, too many",info
wsrm,0x02930004,"WS-RM CreateSequence rejected, identifier not unique",error
wsrm,0x02930006,"WS-RM CreateSequence rejected, internal error",error
wsrm,0x02960007,"WS-RM CreateSequence rejected, internal error",info
wsrm,0x02960008,"WS-RM CreateSequence rejected, Offer without Identifier",info
wsrm,0x02960009,"WS-RM CreateSequence rejected, Offer without Endpoint",info
wsrm,0x0296000a,"WS-RM CreateSequence rejected, negative Expires",info
wsrm,0x0296000b,"WS-RM CreateSequence rejected, invalid Expires",info
wsrm,0x0296000c,"WS-RM message was received for an unknown sequence",info
wsrm,0x0296000d,"WS-RM message was received for a closed sequence",info
wsrm,0x0296000e,"WS-RM message was received for a terminating sequence",info
wsrm,0x0296000f,"WS-RM message was received with too high a sequence number",info
wsrm,0x02970010,"WS-RM message was received with a duplicate message number",debug
wsrm,0x02960011,"WS-RM message was received with an invalid acknowledgement",info
wsrm,0x02960012,"SOAP message was received without required WS-RM header",info
wsrm,0x02960013,"WS-RM message received with a message number that is not InOrder",info
wsrm,0x02960014,"WS-RM outgoing CreateSequence canceled, too many",info
wsrm,0x02930015,"WS-RM internal error",error
wsrm,0x02960016,"WS-RM Source Sequence disabled for request processing",info
wsrm,0x02960017,"WS-RM Source Sequence disabled for response processing",info
wsrm,0x02960018,"WS-RM creating Source Sequence for data message",info
wsrm,0x02960019,"WS-RM waiting to create Source Sequence for data message",info
wsrm,0x0293001a,"WS-RM Source retransmit queue too long",error
wsrm,0x0296001b,"WS-RM CreateSequence rejected, unreachable AcksTo",info
wsrm,0x0293001c,"WS-RM CreateSequence rejected, invalid SSL session",error
wsrm,0x0296001d,"WS-ReliableMessaging message received with out-of-range message number",info
wsrm,0x0296001e,"WS-ReliableMessaging received too many out-of-order messages",info
wsrm,0x0293001f,"WS-RM Source received Sequence Terminated Fault",error
wsrm,0x02930020,"WS-RM Source received Unknown Sequence Fault",error
wsrm,0x02930021,"WS-RM Source received Message Number Rollover Fault",error
wsrm,0x02930022,"WS-RM Source received Create Sequence Refused Fault",error
wsrm,0x02930023,"WS-RM Source received Sequence Closed Fault",error
wsrm,0x02930024,"WS-RM Source CreateSequence refused due to unsupported UsesSequenceSSL",error
wxs,0x04730001,"The eXtreme Scale command failed.",error
wxs,0x04730002,"An internal error occurred when processign an eXtreme Scale command.",error
wxs,0x04730003,"The eXtreme Scale grid configuration is down or disabled.",error
xc10,0x03c30001,"XC10 appliance unavailable in the collective",error
xc10,0x03c30002,"The XC10 command failed. See log for details.",error
xc10,0x03c30003,"The response from the XC10 appliance could not be parsed.",error
xc10,0x03c30004,"There was an internal error executing XC10 command.",error
xc10,0x03c30005,"The specified XC10 action was unknown.",error
xc10,0x03c30006,"The XC10 grid configuration is down or disabled.",error
xc10,0x03c30007,"An SSL proxy is required for this action.",error
xc10,0x03c30008,"A shared secret encryption key is required for this configuration.",error
xc10,0x03c30009,"An encryption algorithm is required for this configuration.",error
xc10,0x03c3000a,"A hash key obfuscation algorithm is required for this configuration.",error
xc10,0x03c3000b,"Workload Management MUST be off in the collective for this configuration.",error
xc10,0x03c3000c,"Session Affinity MUST be disabled in the collective for this configuration.",error
xc10,0x03c3000d,"A password (directly configured or via an alias) is required.",error
xs,0x00d30001,"Message is not a SOAP 1.1 or 1.2 document",error
xs,0x00d30002,"Invalid SOAP envelope",error
xs,0x00d30003,"Rejected by filter; SOAP fault sent",error
xs,0x00d30004,"Rejected by filter; error reply sent",error
xs,0x00d30005,"Message too large",error
xs,0x00d30006,"SOAP envelope/body validation error.",error
xs,0x00d30007,"Rejected by policy.",error
xsljit,0x00230001,"Dynamic Execution Error",error
xsljit,0x00230002,"Static Compilation Error",error
xsljit,0x00230003,"Unable to allocate execution resources",error
xsljit,0x00230006,"Output Error - Execution Cancelled",error
xsljit,0x00230009,"Error in regular expression processing",error
zosnss,0x02e30001,"Host Resolution Error",error
zosnss,0x02e30002,"Cannot resolve host",error
zosnss,0x02e30003,"Cannot Connect to Host",error
zosnss,0x02e30004,"Not connected to NSS server",error
zosnss,0x02e30005,"Authentication failed",error
zosnss,0x02e30006,"Communication Failed",error
zosnss,0x02e30007,"Not authorized",error
zosnss,0x02e30008,"Premature end-of-stream",error
zosnss,0x02e30009,"Already connected",error
zosnss,0x02e6000a,"Handshake in progress",info
zosnss,0x02e3000b,"Authorization failed",error
zosnss,0x02e6000c,"TCP connection in progress",info
zosnss,0x02e6000d,"TCP connection retry",info
zosnss,0x02e6000e,"Handshake with NSS Server failed",info
zosnss,0x02e3000f,"Invalid registration parameters",error
zosnss,0x02e30010,"Invalid NSS call parameter",error
zosnss,0x02e30011,"client exists",error
zosnss,0x02e30012,"ZOS-NSS generic error",error
zosnss,0x02e30013,"Referenced z/OS NSS Client does not exist",error
zosnss,0x02e30014,"Referenced z/OS NSS Client connection is down",error
zosnss,0x02e30015,"Failed to retrieve SAF certificate",error
zosnss,0x02e30016,"Failed to retrieve SAF key",error
unknown,0x03e3000b,error,error
unknown,0x03e3000a,"CA certificate import error",error
unknown,0x03e30009,"ILMT Agent settings corrupted",error
unknown,0x03e30008,"A setting provided is invalid",error
unknown,0x03e30007,"Could not import certificate for ILMT Agent",error
unknown,0x03e30006,"Could not restart ILMT Agent",error
unknown,0x03e30005,"Could not clone ILMT Agent",error
unknown,0x03e30002,"Security certificate not found",error
unknown,0x03930013,"Cannot load WAXHN URL",error
unknown,0x03930012,"Invalid bridged application",error
unknown,0x03930011,"An internal routine failed during the file verification process",error
unknown,0x03930010,"Invalid reserved or guest ip address",error
unknown,0x0393000f,"WAXHN not activated",error
unknown,0x0393000e,"Failed to initialize cache on image",error
unknown,0x0393000d,"Failed to add cache to image",error
unknown,0x0393000c,"Failed to open network configuration on image",error
unknown,0x0393000b,"Failed to make network configuration visible on image",error
unknown,0x0393000a,"Failed to initialize network configuration on image",error
unknown,0x03930009,"Failed to add network configuration to image",error
unknown,0x03930008,"Failed to create configuration image",error
unknown,0x03930007,"An internal routine failed during the decompression process",error
unknown,0x03930006,"An internal routine failed during the extraction process",error
unknown,0x03930004,"Object is up",error
unknown,0x03930003,"RAID not configured",error
unknown,0x03930002,"Activate Failed",error
unknown,0x03930001,"Activate In Progress",error
unknown,0x03920005,"Failed to provision service",critical
unknown,0x01430001,"dpcatch used without a try",error
unknown,0x01240001,"Destination Buffer Full",warning
unknown,0x01130015,"Malformed method headers for HTTP response",error
unknown,0x0113000f,"Unable to connect to SSL on back port",error
unknown,0x0113000e,"DNS lookup failed",error
unknown,0x0113000d,"Cannot create dynamic SSL context",error
unknown,0x0113000c,"Dynamic target needs SSL",error
unknown,0x01130001,"proxy internal error",error
unknown,0x00e40009,"NTP Unknown event",warning
unknown,0x00b3001a,"Default IPv6 Gateway is not an IPv6 address.",error
unknown,0x00b30016,"Too many Standby Controls",error
unknown,0x00b30015,"Cannot set IP address when using DHCP",error
unknown,0x00b30014,"Duplicate IP address",error
unknown,0x00b30013,"Could not destroy VLAN interface",error
unknown,0x00b30012,"Could not create VLAN interface",error
unknown,0x00b30011,"Cannot find VLAN Identifier on interface",error
unknown,0x00b30010,"Duplicate VLAN Identifier on interface",error
unknown,0x00b3000f,"Static route has next hop not on local network",error
unknown,0x00b3000e,"Static route has illegal next hop of 0.0.0.0",error
unknown,0x00b3000d,"Invalid VLAN Identifier",error
unknown,0x00b3000c,"Default gateway not on local network",error
unknown,0x00b30006,"Cannot modify relax-interface-isolation setting",error
unknown,0x00b30005,"Cannot modify destination routing setting",error
unknown,0x00b30003,"Cannot modify ECN setting",error
unknown,0x00b30001,"Cannot modify ICMP setting",error
unknown,0x0033000f,"Cannot find AdminState property",error
unknown,0x0033000a,"Cannot generate configuration notification",error
unknown,0x00330006,"Cannot create configuration object",error
unknown,0x00270008,"Streaming XPath match succeeded",debug
unknown,0x00230007,"Type error in XACML policy",error
unknown,0x00230005,"Not in a coroutine",error
unknown,0x00230004,"Execution canceled",error
unknown,0x00130001,"Internal error",error
unknown,0x00030006,"Malformed tree structure",error
